S003,S007,S017,S019,X001,X003,X007,X011,X025A,X047,C001,D057,D063_B
SWE,7520600395,0.41609728331508467,0.5175339344714983,1,70,1,3,NA,7,2,2,1
SWE,7520600396,0.44423307099303755,0.5525286952649721,1,65,2,6,NA,7,2,3,1
SWE,7520600397,0.9993447397755295,1.242966094248171,1,79,1,3,NA,4,2,2,1
SWE,7520600398,0.6254821093861582,0.7779628226195998,1,50,3,1,NA,7,2,3,2
SWE,7520600399,0.44423307099303755,0.5525286952649721,1,67,1,2,NA,7,2,NA,NA
SWE,7520600400,0.3955730063942342,0.49200622685850026,2,22,4,0,NA,3,2,3,3
SWE,7520600401,1.4956051251040778,1.860205379482684,1,45,1,2,NA,6,2,NA,3
SWE,7520600402,0.5839969436767661,0.7263643578069231,2,54,1,2,NA,7,2,2,2
SWE,7520600403,1.7059075816776776,2.121775599101589,2,54,1,1,NA,7,2,4,1
SWE,7520600404,0.882711931589915,1.0979004124252674,2,66,3,7,NA,3,2,2,1
SWE,7520600405,1.15896818956405,1.4415027233383706,1,62,1,2,NA,7,2,3,2
SWE,7520600406,1.1927178097651288,1.483479862891951,2,41,6,0,NA,3,2,2,3
SWE,7520600407,1.4742047017727746,1.8335879375283268,2,36,1,2,NA,7,2,2,2
SWE,7520600408,1.045353431090635,1.3001908346898445,2,67,1,2,NA,7,2,1,2
SWE,7520600409,0.7071582922129622,0.879550114692739,2,45,1,4,NA,8,2,NA,3
SWE,7520600410,1.9980142819633182,2.4850923905016398,1,72,1,3,NA,7,2,2,2
SWE,7520600411,0.5044649903624793,0.6274440178637801,2,64,1,3,NA,7,2,2,3
SWE,7520600412,1.0274803783374074,1.2779606695738897,2,68,2,3,NA,5,2,4,1
SWE,7520600413,1.555177832129022,1.9343007862301267,1,44,1,3,NA,8,2,2,1
SWE,7520600414,0.5761282076902351,0.7165773727490486,2,46,1,2,NA,7,2,3,1
SWE,7520600415,0.7102888947385951,0.8834438989286009,2,53,1,3,NA,9,2,2,3
SWE,7520600416,1.5481784428599221,1.9255950781839828,1,45,1,3,NA,7,2,3,3
SWE,7520600417,0.9566172582218385,1.1898224604749237,1,75,1,2,NA,6,2,3,1
SWE,7520600418,0.3718890791363348,0.4625486058909637,2,80,5,3,NA,4,2,2,1
SWE,7520600419,1.3836925564503577,1.721010642351191,2,49,4,0,NA,2,2,2,3
SWE,7520600420,0.5761282076902351,0.7165773727490486,2,46,6,2,NA,6,2,1,1
SWE,7520600421,0.6413515192624079,0.7977008946049848,2,33,1,1,NA,7,2,2,3
SWE,7520600422,0.37530684939926257,0.46679956392943106,2,83,5,1,NA,6,2,3,3
SWE,7520600423,1.924339488783393,2.3934570756012348,2,64,3,0,NA,5,2,2,1
SWE,7520600424,1.3964089367432897,1.7368270357503603,2,41,1,1,NA,7,2,4,1
SWE,7520600425,2.061647121479209,2.5642377132825986,2,66,1,2,NA,8,2,2,3
SWE,7520600426,0.3718890791363348,0.4625486058909637,2,72,1,2,NA,6,2,3,1
SWE,7520600427,0.6871139901144219,0.8546193906895795,2,34,2,2,NA,5,2,4,1
SWE,7520600428,2.061647121479209,2.5642377132825986,2,67,1,1,NA,1,2,3,1
SWE,7520600429,0.6413515192624079,0.7977008946049848,2,38,6,0,NA,7,2,3,1
SWE,7520600430,0.35031105855966954,0.435710271840385,2,82,1,1,NA,4,2,3,1
SWE,7520600431,1.3034067915535736,1.6211527258129026,2,47,6,2,NA,5,2,3,3
SWE,7520600432,0.4147692555508577,0.5158821586453454,2,61,1,1,NA,6,2,3,1
SWE,7520600433,0.8757776165759589,1.0892756425074115,2,78,5,2,NA,4,2,2,1
SWE,7520600434,1.6552879230904605,2.0588158247393786,1,36,2,1,NA,4,2,2,1
SWE,7520600435,0.5426996642219134,0.6749995823655639,2,45,1,2,NA,8,2,2,2
SWE,7520600436,2.1569031859662355,2.6827154054306415,1,31,2,2,NA,7,2,3,1
SWE,7520600437,1.8296062849018557,2.2756297075893728,1,30,6,0,NA,5,2,NA,3
SWE,7520600438,1.004918400428042,1.249898507995077,1,85,1,2,NA,4,2,NA,1
SWE,7520600439,0.9112896098446152,1.1334447883639491,1,61,1,4,NA,3,2,3,1
SWE,7520600440,0.8480070141657571,1.0547350922459666,2,69,1,2,NA,5,2,2,1
SWE,7520600441,0.6871139901144219,0.8546193906895795,2,36,1,2,NA,8,2,3,1
SWE,7520600442,2.1569031859662355,2.6827154054306415,1,36,2,0,NA,5,2,NA,3
SWE,7520600443,0.6871139901144219,0.8546193906895795,2,37,1,1,NA,6,2,2,2
SWE,7520600444,1.7674761775436982,2.198353454656341,1,35,1,2,NA,2,2,3,1
SWE,7520600445,1.7733978751153332,2.205718750143449,1,31,2,1,NA,6,2,NA,3
SWE,7520600446,0.44423307099303755,0.5525286952649721,1,64,1,2,NA,7,2,2,2
SWE,7520600447,1.0733729380532786,1.3350409677279584,2,61,5,3,NA,7,2,3,1
SWE,7520600448,0.37519596668586946,0.46666165010680283,1,78,1,2,NA,7,2,1,3
SWE,7520600449,0.4019673721005028,0.49995941803545124,1,85,1,4,NA,7,2,2,3
SWE,7520600450,0.35031105855966954,0.435710271840385,2,80,1,2,NA,4,2,3,1
SWE,7520600451,1.0733729380532786,1.3350409677279584,2,66,1,1,NA,6,2,3,1
SWE,7520600452,0.6474689764173437,0.8053096721608752,1,54,1,1,NA,6,2,2,3
SWE,7520600453,1.578927251167075,1.9638398646356656,1,36,6,0,NA,5,2,3,1
SWE,7520600454,0.3955730063942342,0.49200622685850026,2,28,6,0,NA,6,2,3,1
SWE,7520600455,0.5814229616360094,0.7231628876069768,2,47,1,3,NA,8,2,2,3
SWE,7520600456,1.4595610260332805,1.815374410489155,1,53,2,3,NA,5,2,4,3
SWE,7520600457,1.19799795033555,1.490047201909888,2,54,1,2,NA,7,2,1,2
SWE,7520600458,1.6502480383401295,2.05254731136832,2,33,1,2,NA,7,2,2,2
SWE,7520600459,0.901377983630158,1.1211168950623855,2,72,1,1,NA,6,2,2,1
SWE,7520600460,0.5814229616360094,0.7231628876069768,2,45,3,2,NA,7,2,4,1
SWE,7520600461,0.8950711490599327,1.1132725734576276,1,34,1,2,NA,8,2,NA,3
SWE,7520600462,1.8270894441410508,2.2724993086331478,1,52,3,3,NA,5,3,4,1
SWE,7520600463,1.8296062849018557,2.2756297075893728,1,39,2,1,NA,6,2,NA,2
SWE,7520600464,0.34218679726696516,0.4256054692375189,1,82,1,1,NA,6,2,2,3
SWE,7520600465,1.0369231239655368,1.2897053780665881,2,65,3,2,NA,2,2,2,1
SWE,7520600466,0.6227252513909832,0.7745338947649045,1,41,4,0,NA,5,2,2,2
SWE,7520600467,1.0369231239655368,1.2897053780665881,2,62,1,3,NA,3,2,3,3
SWE,7520600468,0.44423307099303755,0.5525286952649721,1,65,6,0,NA,8,2,NA,1
SWE,7520600469,1.8251310132580225,2.2700634493258987,1,49,1,0,NA,4,2,2,3
SWE,7520600470,1.8547683699883235,2.3069258333188105,1,39,1,3,NA,7,2,1,2
SWE,7520600471,0.6254821093861582,0.7779628226195998,1,54,2,0,NA,7,2,3,2
SWE,7520600472,0.5301136113785585,0.6593452877842767,1,44,6,0,NA,8,2,3,1
SWE,7520600473,1.3567490710851384,1.6874988446332568,2,47,2,3,NA,4,2,NA,1
SWE,7520600474,0.3955730063942342,0.49200622685850026,2,26,2,2,NA,7,2,3,3
SWE,7520600475,0.869113559536389,1.0809870143487426,1,29,6,0,NA,5,2,NA,NA
SWE,7520600476,1.4021765079397726,1.7440006317658863,1,59,4,2,NA,5,2,3,1
SWE,7520600477,0.7359242146007816,0.9153286251253503,1,37,2,1,NA,7,2,NA,1
SWE,7520600478,2.061647121479209,2.5642377132825986,2,61,3,2,NA,5,2,4,1
SWE,7520600479,0.41099214537032,0.5111842604108457,2,60,1,2,NA,6,2,4,1
SWE,7520600480,0.540300446221093,0.6720154803744938,1,68,1,4,NA,10,2,2,1
SWE,7520600481,0.39197071990006294,0.4875257710199788,2,28,1,0,NA,7,2,3,1
SWE,7520600482,1.6983887912960296,2.112423869771181,2,47,1,2,NA,5,2,1,3
SWE,7520600483,0.9712489450289,1.2080210759065921,2,74,1,2,NA,6,3,1,1
SWE,7520600484,1.3898181255197752,1.7286295093529545,2,55,1,2,NA,4,2,2,1
SWE,7520600485,0.9297227425756595,1.1563715703677357,2,82,5,2,NA,4,2,3,1
SWE,7520600486,2.1062495289139114,2.619713344420288,2,30,1,2,NA,2,2,NA,1
SWE,7520600487,0.5582017117357164,0.6942807359896971,2,19,NA,0,NA,6,2,NA,3
SWE,7520600488,0.44423307099303755,0.5525286952649721,1,67,1,2,NA,7,2,3,1
SWE,7520600489,0.37530684939926257,0.46679956392943106,2,71,1,4,NA,6,2,3,2
SWE,7520600490,1.445495324200607,1.7978797564684168,2,41,2,4,NA,7,2,3,3
SWE,7520600491,1.3964089367432897,1.7368270357503603,2,42,1,2,NA,7,2,3,1
SWE,7520600492,1.0669187171544925,1.3270133297941449,1,65,1,3,NA,8,2,3,1
SWE,7520600493,1.045353431090635,1.3001908346898445,2,63,2,2,NA,7,2,3,1
SWE,7520600494,1.0669187171544925,1.3270133297941449,1,67,6,0,NA,4,2,NA,1
SWE,7520600495,0.3955730063942342,0.49200622685850026,2,24,2,0,NA,1,2,2,2
SWE,7520600496,1.5533655349995241,1.9320466853227913,1,47,6,2,NA,3,2,2,1
SWE,7520600497,1.8547683699883235,2.3069258333188105,1,39,1,0,NA,8,2,3,1
SWE,7520600498,1.6983887912960296,2.112423869771181,2,40,6,1,NA,2,2,4,1
SWE,7520600499,0.7573924559230089,0.9420304178146875,1,43,1,3,NA,7,3,3,2
SWE,7520600500,1.931071423460317,2.4018301286819863,2,79,5,2,NA,3,3,3,1
SWE,7520600501,0.5839969436767661,0.7263643578069231,2,57,6,2,NA,8,2,4,1
SWE,7520600502,0.4147692555508577,0.5158821586453454,2,62,6,0,NA,3,2,3,1
SWE,7520600503,0.7102888947385951,0.8834438989286009,2,57,6,0,NA,7,2,3,1
SWE,7520600504,0.7112673347765193,0.8846608641498995,2,30,2,3,NA,5,2,3,3
SWE,7520600505,0.6254821093861582,0.7779628226195998,1,55,6,0,NA,6,2,NA,NA
SWE,7520600506,1.2474443636444223,1.5515477159756497,2,44,1,2,NA,5,2,4,2
SWE,7520600507,0.6264776083030658,0.7792010053520719,1,36,6,0,NA,6,2,3,2
SWE,7520600508,0.9089919100676759,1.1305869528204924,1,24,6,0,NA,4,2,2,3
SWE,7520600509,0.8950711490599327,1.1132725734576276,1,38,1,1,NA,8,2,NA,3
SWE,7520600510,1.05683739684665,1.3144743741873757,1,23,6,0,NA,6,2,3,1
SWE,7520600511,0.9382670936749414,1.1669988727300267,2,71,5,3,NA,3,2,3,1
SWE,7520600512,0.6871139901144219,0.8546193906895795,2,32,1,1,NA,7,2,2,2
SWE,7520600513,0.9969726609003648,1.2400157473885136,2,27,6,1,NA,7,2,3,3
SWE,7520600514,0.9043979420281179,1.1248730622240273,2,82,5,2,NA,NA,3,2,NA
SWE,7520600515,1.159375813266755,1.4420097179934765,2,21,2,0,NA,5,3,NA,1
SWE,7520600516,1.5764182837350318,1.9607192583769053,1,53,6,0,NA,6,2,2,1
SWE,7520600517,0.5978544794686963,0.743600098841662,1,18,6,0,NA,3,2,NA,3
SWE,7520600518,0.6018610494654919,0.748583394857577,2,46,1,2,NA,10,2,4,1
SWE,7520600519,0.7359242146007816,0.9153286251253503,1,32,6,0,NA,7,2,4,3
SWE,7520600520,0.869113559536389,1.0809870143487426,1,29,1,1,NA,8,2,4,3
SWE,7520600521,0.37530684939926257,0.46679956392943106,2,73,3,3,NA,5,2,2,3
SWE,7520600522,0.3955730063942342,0.49200622685850026,2,28,2,1,NA,6,2,3,3
SWE,7520600523,1.053308356168534,1.3100850201101168,1,22,6,0,NA,1,2,NA,2
SWE,7520600524,2.8636959648560816,3.5618109015622905,2,46,1,2,NA,5,2,2,1
SWE,7520600525,2.061647121479209,2.5642377132825986,2,62,6,2,NA,3,2,2,3
SWE,7520600526,1.4535573742668084,1.807907181923891,2,49,6,2,NA,3,2,2,1
SWE,7520600527,1.6502480383401295,2.05254731136832,2,38,2,2,NA,8,2,4,2
SWE,7520600528,0.6227252513909832,0.7745338947649045,1,43,2,2,NA,8,2,3,2
SWE,7520600529,0.5839969436767661,0.7263643578069231,2,55,1,1,NA,6,2,4,1
SWE,7520600530,1.6557770238165626,2.059424158975824,2,36,6,1,NA,4,2,4,3
SWE,7520600531,1.6983887912960296,2.112423869771181,2,45,4,2,NA,3,2,3,1
SWE,7520600532,1.0320181594398938,1.283604675920266,2,20,4,0,NA,4,2,2,3
SWE,7520600533,2.6466414131122136,3.291842553622156,1,59,1,3,NA,5,2,3,3
SWE,7520600534,1.402590931335499,1.7445160837506206,2,51,2,2,NA,5,2,2,3
SWE,7520600535,0.6254821093861582,0.7779628226195998,1,50,6,2,NA,2,2,3,1
SWE,7520600536,0.9994927225683904,1.2431501524482467,2,68,1,2,NA,4,2,2,2
SWE,7520600537,1.1887350983403382,1.4785262417168386,2,43,6,0,NA,2,2,2,1
SWE,7520600538,0.6871139901144219,0.8546193906895795,2,35,2,1,NA,7,2,NA,3
SWE,7520600539,2.208099625531673,2.7463925690692452,1,67,5,2,NA,6,2,3,3
SWE,7520600540,1.931071423460317,2.4018301286819863,2,77,5,1,NA,5,2,1,2
SWE,7520600541,2.061647121479209,2.5642377132825986,2,69,1,2,NA,5,2,3,1
SWE,7520600542,0.5839969436767661,0.7263643578069231,2,56,1,2,NA,9,2,2,3
SWE,7520600543,1.5006160216894229,1.8664378379221676,1,46,1,1,NA,7,2,3,1
SWE,7520600544,0.6227252513909832,0.7745338947649045,1,41,6,0,NA,9,2,2,3
SWE,7520600545,1.7317505904091672,2.1539186447875216,2,37,1,1,NA,8,2,3,1
SWE,7520600546,0.6254821093861582,0.7779628226195998,1,51,2,2,NA,7,2,3,1
SWE,7520600547,1.0209490942510453,1.2698371819042853,1,22,2,0,NA,4,2,3,1
SWE,7520600548,1.013088529825426,1.2600603604793854,1,73,3,2,NA,6,2,2,3
SWE,7520600549,0.953234470590113,1.1856150131717822,2,22,6,0,NA,3,2,4,3
SWE,7520600550,0.9969726609003648,1.2400157473885136,2,24,4,0,NA,4,2,3,2
SWE,7520600551,1.5494652549410106,1.92719559072265,1,51,3,2,NA,7,2,NA,2
SWE,7520600552,0.6045255151405775,0.7518974068912655,2,58,1,1,NA,8,2,3,1
SWE,7520600553,0.9712489450289,1.2080210759065921,2,79,5,3,NA,3,2,2,2
SWE,7520600554,0.9330630619492161,1.1605261964542488,2,74,1,2,NA,5,2,3,1
SWE,7520600555,0.5814229616360094,0.7231628876069768,2,46,6,3,NA,5,2,3,3
SWE,7520600556,0.5839969436767661,0.7263643578069231,2,52,1,2,NA,8,2,2,1
SWE,7520600557,0.6254821093861582,0.7779628226195998,1,57,1,2,NA,6,2,2,2
SWE,7520600558,0.6018610494654919,0.748583394857577,2,40,1,4,NA,6,2,NA,2
SWE,7520600559,0.5839969436767661,0.7263643578069231,2,57,2,2,NA,7,2,2,3
SWE,7520600560,2.285718479249741,2.842933431902663,1,66,1,3,NA,6,2,NA,NA
SWE,7520600561,0.7617933484686167,0.9475041647619611,1,37,1,0,NA,6,2,NA,3
SWE,7520600562,0.6018610494654919,0.748583394857577,2,47,1,2,NA,7,2,NA,1
SWE,7520600563,1.931071423460317,2.4018301286819863,2,78,5,2,NA,2,2,NA,2
SWE,7520600564,0.9994927225683904,1.2431501524482467,2,62,1,3,NA,6,2,1,1
SWE,7520600565,0.8480070141657571,1.0547350922459666,2,67,5,1,NA,3,2,3,1
SWE,7520600566,0.9454168515941026,1.1758916064603266,1,68,1,1,NA,5,2,NA,1
SWE,7520600567,1.8547683699883235,2.3069258333188105,1,31,4,0,NA,5,2,3,1
SWE,7520600568,0.805221735221384,1.0015195711708755,2,72,1,2,NA,6,2,3,1
SWE,7520600569,0.34218679726696516,0.4256054692375189,1,73,1,2,NA,9,2,2,1
SWE,7520600570,1.3507511453759475,1.6800387380297854,1,68,3,3,NA,4,2,NA,1
SWE,7520600571,0.540300446221093,0.6720154803744938,1,60,1,3,NA,9,2,3,1
SWE,7520600572,0.3955730063942342,0.49200622685850026,2,25,2,1,NA,7,2,3,1
SWE,7520600573,0.38091107884715636,0.4737699985661149,2,18,6,0,NA,3,2,3,1
SWE,7520600574,0.4949537408094807,0.6156141054844286,2,48,4,1,NA,7,2,3,1
SWE,7520600575,0.45741886869016757,0.5689289411569248,2,19,6,0,NA,7,2,2,3
SWE,7520600576,0.488894647686312,0.6080779200078508,1,73,2,2,NA,7,2,NA,3
SWE,7520600577,0.953234470590113,1.1856150131717822,2,20,6,0,NA,7,2,3,1
SWE,7520600578,0.6446152526198285,0.801760264452523,1,48,2,2,NA,6,2,3,1
SWE,7520600579,0.7607454203397281,0.9462007715668261,1,53,6,0,NA,8,2,3,1
SWE,7520600580,1.6983887912960296,2.112423869771181,2,43,2,2,NA,1,2,3,1
SWE,7520600581,1.4956051251040778,1.860205379482684,1,45,6,2,NA,7,2,3,3
SWE,7520600582,2.9028082762867187,3.6104580550829835,2,50,3,3,NA,3,2,3,1
SWE,7520600583,0.4949537408094807,0.6156141054844286,2,45,1,2,NA,6,2,2,1
SWE,7520600584,0.5839969436767661,0.7263643578069231,2,50,1,3,NA,6,2,4,1
SWE,7520600585,1.7317505904091672,2.1539186447875216,2,36,2,1,NA,3,2,1,3
SWE,7520600586,1.5022262367140387,1.8684405929279089,1,55,4,1,NA,1,3,4,2
SWE,7520600587,2.1497007602493734,2.6737571644892704,1,30,1,2,NA,5,3,3,2
SWE,7520600588,2.1497007602493734,2.6737571644892704,1,35,6,0,NA,3,2,3,2
SWE,7520600589,0.44423307099303755,0.5525286952649721,1,62,1,2,NA,5,2,3,1
SWE,7520600590,1.465374882859453,1.8226055756958373,2,48,6,0,NA,5,2,2,1
SWE,7520600591,1.3964089367432897,1.7368270357503603,2,43,6,2,NA,5,2,2,3
SWE,7520600592,0.6871139901144219,0.8546193906895795,2,36,4,3,NA,3,2,2,1
SWE,7520600593,1.5694701903957426,1.9520773512384857,1,40,6,0,NA,2,2,NA,3
SWE,7520600594,0.5582017117357164,0.6942807359896971,2,19,6,0,NA,8,2,4,1
SWE,7520600595,2.2558704513286356,2.805809019065467,1,30,2,0,NA,3,2,NA,1
SWE,7520600596,0.5814229616360094,0.7231628876069768,2,42,1,3,NA,6,2,3,1
SWE,7520600597,1.3360586788567033,1.661764525941173,1,44,2,1,NA,6,2,2,1
SWE,7520600598,1.8332109572532276,2.2801131309119747,1,53,1,4,NA,7,2,3,1
SWE,7520600599,1.6246400365428888,2.0206965628642894,1,43,3,4,NA,6,2,3,1
SWE,7520600600,0.9969726609003648,1.2400157473885136,2,23,6,0,NA,3,2,2,3
SWE,7520600601,2.1341180111157634,2.6543756357161237,2,62,2,4,NA,4,2,3,1
SWE,7520600602,0.7617933484686167,0.9475041647619611,1,34,1,3,NA,7,2,3,3
SWE,7520600603,1.5533655349995241,1.9320466853227913,1,40,2,2,NA,5,2,2,3
SWE,7520600604,0.965408784127092,1.2007571941879254,1,80,1,2,NA,5,2,3,1
SWE,7520600605,1.578927251167075,1.9638398646356656,1,38,1,2,NA,8,2,4,1
SWE,7520600606,0.58492641399565,0.7275204154174751,2,30,6,0,NA,6,2,3,2
SWE,7520600607,1.5764182837350318,1.9607192583769053,1,59,1,2,NA,10,2,2,3
SWE,7520600608,0.58492641399565,0.7275204154174751,2,38,6,0,NA,4,2,2,3
SWE,7520600609,1.5764182837350318,1.9607192583769053,1,55,1,2,NA,7,2,2,1
SWE,7520600610,0.3692274764898897,0.4592381548381712,2,26,6,0,NA,2,2,3,2
SWE,7520600611,1.1053292286896033,1.374787597872641,1,25,6,0,NA,4,2,1,3
SWE,7520600612,0.4750844115133818,0.5909010093450022,2,19,6,0,NA,8,2,2,1
SWE,7520600613,0.6446152526198285,0.801760264452523,1,45,1,2,NA,8,2,2,3
SWE,7520600614,1.8296062849018557,2.2756297075893728,1,36,3,2,NA,5,2,3,1
SWE,7520600615,1.4006736564891793,1.7421314135437553,1,46,2,2,NA,5,2,4,1
SWE,7520600616,1.445495324200607,1.7978797564684168,2,44,3,3,NA,4,2,2,1
SWE,7520600617,0.9993447397755295,1.242966094248171,1,82,5,1,NA,2,2,3,1
SWE,7520600618,0.953234470590113,1.1856150131717822,2,25,6,0,NA,8,2,2,2
SWE,7520600619,0.42934916925666844,0.5340163796724732,2,67,3,2,NA,3,2,2,3
SWE,7520600620,0.31949121135437186,0.3973771285502138,2,70,2,0,NA,3,2,3,NA
SWE,7520600621,0.7573924559230089,0.9420304178146875,1,41,1,2,NA,7,2,NA,3
SWE,7520600622,1.4010874834206055,1.7426461236574693,2,45,1,3,NA,7,2,3,3
SWE,7520600623,0.5301136113785585,0.6593452877842767,1,43,1,2,NA,9,2,3,2
SWE,7520600624,0.378166716779069,0.47035661290928976,1,64,1,2,NA,7,2,NA,NA
SWE,7520600625,0.869113559536389,1.0809870143487426,1,22,6,0,NA,1,2,NA,2
SWE,7520600626,1.4010874834206055,1.7426461236574693,2,48,1,2,NA,4,2,4,1
SWE,7520600627,0.8897481823527625,1.106651968100451,2,22,2,1,NA,4,2,3,3
SWE,7520600628,0.6018610494654919,0.748583394857577,2,42,6,1,NA,4,2,4,1
SWE,7520600629,1.4095299584174261,1.7531467144495347,2,33,2,0,NA,4,2,3,1
SWE,7520600630,1.298709635190094,1.6153104915299676,1,28,6,0,NA,1,2,NA,3
SWE,7520600631,0.5563377607978277,0.6919623890520245,2,19,2,0,NA,3,2,2,3
SWE,7520600632,0.6227252513909832,0.7745338947649045,1,48,2,2,NA,8,2,3,1
SWE,7520600633,0.7607454203397281,0.9462007715668261,1,55,1,4,NA,7,2,NA,2
SWE,7520600634,0.4019673721005028,0.49995941803545124,1,81,1,0,NA,5,2,NA,1
SWE,7520600635,1.471862147880466,1.830674313284162,2,58,4,2,NA,5,2,3,1
SWE,7520600636,0.378166716779069,0.47035661290928976,1,60,3,1,NA,6,2,NA,2
SWE,7520600637,0.4019673721005028,0.49995941803545124,1,83,1,3,NA,8,3,3,1
SWE,7520600638,0.44423307099303755,0.5525286952649721,1,66,2,2,NA,7,2,2,1
SWE,7520600639,0.8487029090647122,1.0556006331650651,2,27,6,0,NA,3,2,3,1
SWE,7520600640,1.110582647659379,1.3813217010688794,1,68,1,3,NA,3,2,2,3
SWE,7520600641,0.3606645455276588,0.44858774319360545,1,28,6,0,NA,4,2,NA,3
SWE,7520600642,1.6983887912960296,2.112423869771181,2,46,6,2,NA,5,2,3,3
SWE,7520600643,0.4147692555508577,0.5158821586453454,2,68,3,1,NA,1,2,2,1
SWE,7520600644,0.6254821093861582,0.7779628226195998,1,50,1,4,NA,7,2,3,1
SWE,7520600645,1.0669187171544925,1.3270133297941449,1,69,1,0,NA,7,2,2,NA
SWE,7520600646,1.7733978751153332,2.205718750143449,1,35,6,0,NA,10,2,2,3
SWE,7520600647,2.9028082762867187,3.6104580550829835,2,58,3,2,NA,4,2,4,1
SWE,7520600648,0.6254821093861582,0.7779628226195998,1,56,1,1,NA,9,2,3,1
SWE,7520600649,2.0071216953619175,2.4964200191068624,2,38,6,1,NA,3,2,4,2
SWE,7520600650,1.6502480383401295,2.05254731136832,2,32,1,3,NA,7,2,1,1
SWE,7520600651,1.3964089367432897,1.7368270357503603,2,41,1,4,NA,6,2,2,1
SWE,7520600652,1.5046171042146572,1.871414308724698,1,37,2,2,NA,3,2,NA,1
SWE,7520600653,1.5022262367140387,1.8684405929279089,1,55,1,3,NA,6,2,2,1
SWE,7520600654,0.6254821093861582,0.7779628226195998,1,55,2,2,NA,6,2,1,1
SWE,7520600655,2.430093856023451,3.022504796049069,1,73,1,0,NA,4,2,1,2
SWE,7520600656,0.44423307099303755,0.5525286952649721,1,65,1,2,NA,7,2,NA,NA
SWE,7520600657,0.9878936988488813,1.228723506030947,2,24,6,0,NA,4,2,4,1
SWE,7520600658,2.268917750015277,2.8220370025065633,2,83,6,0,NA,2,2,1,2
SWE,7520600659,0.39830684086742435,0.4954065184918213,1,73,1,2,NA,7,2,4,NA
SWE,7520600660,1.1555044020803675,1.4371945299507058,2,21,4,0,NA,3,2,3,3
SWE,7520600661,1.640698644895138,2.0406699563372364,2,36,1,2,NA,5,2,4,1
SWE,7520600662,2.268917750015277,2.8220370025065633,2,84,5,2,NA,7,2,4,1
SWE,7520600663,0.5099621842917158,0.6342813237459152,1,19,6,0,NA,1,2,4,1
SWE,7520600664,0.9413997838256247,1.1708952535144586,2,25,6,0,NA,5,2,3,1
SWE,7520600665,1.757248365603745,2.185632295527046,1,32,6,1,NA,8,2,2,2
SWE,7520600666,1.0175399428972542,1.2655969439020576,1,28,1,3,NA,3,3,1,3
SWE,7520600667,0.6808567217275369,0.8468367185665882,2,32,1,1,NA,5,2,4,1
SWE,7520600668,0.893169501578276,1.1109073402714877,2,84,5,0,NA,4,2,2,1
SWE,7520600669,2.1879913824601593,2.7213823164927353,1,66,3,1,NA,8,2,3,1
SWE,7520600670,1.555177832129022,1.9343007862301267,1,41,1,2,NA,5,2,NA,3
SWE,7520600671,1.1939975835674757,1.4850716213525816,2,59,4,0,NA,2,2,3,2
SWE,7520600672,0.4401876413470889,0.5474970663521006,1,65,1,3,NA,9,2,2,1
SWE,7520600673,1.7040790607192162,2.1195013193025076,2,44,6,0,NA,6,2,3,3
SWE,7520600674,0.5814229616360094,0.7231628876069768,2,46,1,2,NA,7,2,1,2
SWE,7520600675,1.8332109572532276,2.2801131309119747,1,50,2,1,NA,5,2,3,2
SWE,7520600676,0.8357054747935616,1.0394346701412458,2,39,1,2,NA,5,2,4,1
SWE,7520600677,0.4949537408094807,0.6156141054844286,2,40,1,1,NA,7,2,2,3
SWE,7520600678,1.2731788158732893,1.583555741135932,1,40,1,2,NA,6,1,2,NA
SWE,7520600679,0.959822359138557,1.1938089044011904,1,72,5,2,NA,5,1,1,1
SWE,7520600680,1.4956051251040778,1.860205379482684,1,47,1,3,NA,7,3,2,1
SWE,7520600681,1.465374882859453,1.8226055756958373,2,45,6,0,NA,1,2,NA,2
SWE,7520600682,1.4718484292015632,1.8306572502507006,1,37,2,4,NA,6,2,3,3
SWE,7520600683,0.49287604688964237,0.6130299090667194,2,18,NA,0,NA,5,2,3,2
SWE,7520600684,0.5324604001673979,0.662264179312684,1,58,1,2,NA,4,2,2,1
SWE,7520600685,0.38091107884715636,0.4737699985661149,2,18,NA,0,NA,6,2,2,2
SWE,7520600686,2.208099625531673,2.7463925690692452,1,68,1,2,NA,6,2,3,1
SWE,7520600687,1.0175399428972542,1.2655969439020576,1,21,6,0,NA,NA,2,3,3
SWE,7520600688,1.5072593217713484,1.8747006489693387,1,55,1,3,NA,7,2,2,3
SWE,7520600689,0.7102888947385951,0.8834438989286009,2,56,3,1,NA,8,2,NA,1
SWE,7520600690,0.6254821093861582,0.7779628226195998,1,55,1,2,NA,9,2,3,NA
SWE,7520600691,0.4401876413470889,0.5474970663521006,1,69,1,1,NA,8,2,2,1
SWE,7520600692,3.1090138581684843,3.8669326594135374,1,58,1,2,NA,6,2,3,1
SWE,7520600693,1.3883285155766445,1.7267767606674684,2,45,6,2,NA,5,2,2,1
SWE,7520600694,0.965408784127092,1.2007571941879254,1,73,1,1,NA,7,2,3,2
SWE,7520600695,1.159375813266755,1.4420097179934765,2,20,NA,0,NA,NA,2,3,3
SWE,7520600696,0.6227252513909832,0.7745338947649045,1,48,1,1,NA,4,2,NA,3
SWE,7520600697,0.38091107884715636,0.4737699985661149,2,19,NA,0,NA,7,2,3,3
SWE,7520600698,0.7911460127884684,0.9840124537170005,2,21,NA,0,NA,8,2,4,3
